id,ctrl_flag,resp_flag,period,metric1,metric2,metric3,segment
6961848,0,0,post,3650.1,370,350,B
1031863,0,0,post,1112.2,30,30,B
6000880,0,0,post,6391.5,370,370,B
3049899,1,0,post,4088.6,400,396,B
165901,0,0,post,6897.4,300,297,B
9199228,0,0,post,11365.4,290,288,B
3965278,0,0,post,14108.4,480,600,A
3965278,0,0,post,16206.5,530,650,B
996439,0,0,post,0.8,0,0,B
3324806,0,0,post,18613,500,495,B
3324806,0,0,post,20045.1,400,396,B
3324806,0,0,post,22035.8,400,396,A
2673891,0,0,post,7178.2,250,249,B
2673891,0,0,post,10379.9,250,249,A
5732206,0,0,post,2206.5,30,30,B
7735274,0,0,post,86.2,215,130,A
6155350,0,0,post,17.3,0,0,B
2690369,0,0,post,370.6,50,30,A
2598403,0,0,post,5617.9,415,396,A
2598403,0,0,post,4474.9,415,396,B
3924427,0,0,post,10387.6,100,99,B
266458,0,0,post,8.1,300,0,B
4446472,1,0,post,1566.3,280,278,B
1524685,1,0,post,141.9,100,0,A
8304736,0,0,post,12099.3,250,248,A
7527776,0,0,post,10613.9,490,489,B
5652814,0,0,post,9669.8,360,348,A
5652814,0,0,post,10218.1,370,357,B
3640882,0,0,post,0,30,30,A
1971887,0,0,post,1545.2,220,198,B
4482928,0,0,post,2106.5,215,198,B
3554929,0,0,post,4859.3,260,248,B
1680958,0,0,post,14791.6,190,189,B
3636934,0,0,post,0,30,30,A
5218151,0,0,post,8420.8,400,397,A
5218151,1,1,post,9036.9,350,347,B
6593190,0,0,post,1019.2,0,0,B
3957298,0,0,post,8625.4,190,190,B
2500435,0,0,post,12.8,0,0,A
2339552,0,0,post,587.7,100,50,B
6298707,0,0,post,2348.4,530,390,B
320770,0,0,post,5347.6,315,300,B
1241836,0,0,post,2653.8,389.5,249,B
7904861,0,0,post,2914.5,200,198,B
8769105,0,0,post,1165.1,30,30,B
3212198,0,0,post,22458.9,250,250,B
501208,0,0,post,12438.6,200,198,A
501208,1,0,post,15520.2,200,198,B
1471319,0,0,post,9256.7,200,198,B
1471319,0,0,post,6215,200,198,A
4013332,0,0,post,13480.8,150,150,A
4013332,0,0,post,7696.5,200,200,B
1162367,0,0,post,14985.8,420,380,B
8216397,0,0,post,5007.4,240,240,B
8216397,0,0,post,6249.4,150,279,A
4950459,0,0,post,1.1,150,240,B
3603640,0,0,post,285,0,99,B
5100727,0,0,post,17232.6,400,396,B
676751,0,0,post,10421.8,100,100,B
2756769,0,0,post,1789.2,170,149,B
6040769,0,0,post,1275,0,300,B
6040769,1,0,post,3525.8,500,50,B
6616814,0,0,post,8604.9,400,396,B
6616814,0,0,post,7323.7,300,297,B
8616948,0,0,post,8870.7,270,100,A
6728955,0,0,post,1403.8,290,80,B
9257280,0,0,post,9,0,0,B
8517390,0,0,post,32403.8,400,397,B
4270523,0,0,post,1188.3,400,0,B
6797545,0,0,post,1739.3,0,0,B
9716596,0,0,post,5468.5,350,347,B
73603,0,0,post,3.6,0,0,B
3269649,0,0,post,10637.4,400,399,B
4475711,0,0,post,25054.7,780,800,B
8874723,1,0,post,11994,400,396,B
4162961,0,0,post,9303.5,500,50,B
4162961,0,0,post,5841.6,0,50,A
3026972,1,0,post,9734.7,250,295,A
6349566,0,0,post,10806,705,365,B
946686,0,0,post,5528.4,100,99,B
4436697,0,0,post,2174.8,360,279,A
6049808,1,0,post,347.1,810,450,B
8980231,0,0,post,5573.1,400,350,B
8980231,0,0,post,6018.7,250,350,A
7617235,0,0,post,604.4,290,250,A
7617235,0,0,post,736.8,60,0,B
5810241,0,1,post,18003.8,400,396,B
4908271,0,0,post,5413.2,100,220,A
4908271,0,0,post,5291.9,100,220,B
7104289,0,0,post,7771,301.5,300,B
7573315,1,0,post,1836.2,180,309,A
8646485,0,0,post,4191.7,560,449,B
2272905,1,0,post,3164.2,70,60,A
2272905,0,0,post,2534.1,40,30,B
635156,0,0,post,16215.2,450,500,B
1355165,0,0,post,7714.9,400,400,A
1355165,0,0,post,10457.8,400,350,B
2585354,0,0,post,243,300,90,B
1981364,0,0,post,19828.9,440,450,B
5036378,0,0,post,11549.8,430,430,B
364397,0,0,post,7436.4,210,80,B
8980746,0,0,post,0,0,0,A
8980746,0,0,post,0,0,0,B
357797,0,0,post,4018.1,350,347,B
1271854,0,1,post,4495.2,100,99,B
1840132,0,0,post,6441.5,192,230,B
984152,0,0,post,4237.9,360,350,B
6228155,1,0,post,11741.3,330,297,A
6228155,0,0,post,10785,450,396,B
1122292,0,0,post,19504.3,350,250,B
2836299,0,0,post,484.6,144,160,B
2836299,0,0,post,261.9,194,170,B
9191388,0,0,post,36.5,500,100,B
170416,0,0,post,0,170,0,B
127478,0,0,post,3718,410,347,B
4354508,1,0,post,330,100,100,B
6261518,0,0,post,21835,450,495,B
4226614,0,0,post,1069.6,120,120,B
5129701,1,0,post,681.1,400,0,B
9808749,0,0,post,1488.8,100,99,B
9674919,0,0,post,4375.5,300,180,B
5042923,0,0,post,3.4,0,0,B
6273935,1,0,post,6559.3,230,374,B
729962,0,0,post,2089.8,230,200,B
9574254,0,0,post,45.5,60,25,B
77255,0,0,post,2585,290,200,B
2822282,0,0,post,5436,200,210,B
8421395,0,0,post,3251.7,100,140,A
9554414,0,0,post,36797.3,440,425,B
2705440,1,0,post,2502.6,290,330,A
8995470,0,0,post,5806.5,400,396,B
5808524,0,1,post,31232.5,750,693,B
5808524,0,0,post,40530.3,1000,941,A
5808524,0,1,post,35858.5,750,743,B
8616560,0,0,post,7079.8,360,149,B
4589646,0,0,post,4296,100,99,B
4589646,0,0,post,4182.7,0,0,B
6346652,0,0,post,20686,700,628,B
1835208,0,0,post,1514.4,100,100,B
4144284,1,0,post,2607.5,0,210,B
2637289,0,0,post,6541.1,465,377,B
2637289,0,0,post,6617.8,480,396,B
1649331,0,0,post,7551.8,200,198,B
9041373,0,0,post,742.2,110,50,A
7923385,0,0,post,7754.4,300,297,A
2809477,0,0,post,13965.1,460,496,B
4887569,0,0,post,29358.4,330,396,B
6610590,0,0,post,4120.9,300,297,B
4650828,0,0,post,3897.2,650,300,B
2364837,0,0,post,6621.6,100,99,B
7957906,0,0,post,5008.3,400,446,B
6254907,0,0,post,11915.8,0,0,A
3471954,0,0,post,24709.6,600,792,B
4534980,0,0,post,0,0,0,A
4767250,0,0,post,1615.2,430,396,B
3250461,0,0,post,6310.8,600,390,B
718465,0,0,post,2269.2,60,120,B
4064502,0,0,post,20326.9,550,547,B
9813550,0,0,post,9738,152,400,B
3151560,0,0,post,111.5,130,0,B
2637562,0,0,post,1699.3,0,198,A
2637562,0,0,post,1910.5,100,198,B
9755564,0,0,post,373.6,405,248,B
4967605,0,0,post,8747.3,400,396,B
6969638,0,0,post,5076.6,190,180,A
6969638,1,0,post,5077.2,160,150,B
2245671,0,0,post,309.9,0,0,B
6684896,0,0,post,0.7,0,0,B
4526162,0,0,post,0.5,0,0,B
5248232,0,0,post,80.8,0,0,B
742247,0,0,post,1.3,0,0,B
6255369,0,0,post,1682.9,2060,0,B
1711444,0,0,post,4139.8,330,274,A
1711444,0,0,post,4783.1,460,403,B
5815490,0,0,post,6.9,0,0,B
2949512,0,0,post,9279.6,220,220,B
9920598,0,0,post,1918.9,0,0,B
1036624,0,0,post,0,310,200,B
278681,0,0,post,155.1,400,280,A
7638729,0,0,post,13860.1,420,417,B
8923811,0,0,post,660.3,30,30,A
1298813,0,0,post,9314.6,255,270,B
9005864,0,0,post,1178,80,90,B
2056883,1,0,post,11110.6,200,297,B
7103885,0,0,post,1871.5,270,270,B
9004997,0,0,post,0,0,0,B
8154191,0,0,post,5798.2,100,150,B
2401435,0,0,post,1328.3,100,100,B
5006166,0,0,post,8970.7,470,545,A
4811226,1,0,post,2094.9,350,350,A
7774261,0,0,post,0,0,0,A
4759270,0,0,post,12945.5,200,198,B
9825330,0,0,post,4562.2,100,99,B
6745341,0,0,post,1.5,151.5,0,B
1680393,0,0,post,0,10,0,B
9319440,0,0,post,13411.5,450,348,B
9319440,0,0,post,13081.7,500,397,B
3635445,0,0,post,37506.9,0,0,B
9313699,0,0,post,7713.7,600,495,B
6555784,0,0,post,9622.7,280,400,B
6555784,0,0,post,8309.7,290,350,B
4625797,0,0,post,11445.4,300,596,B
4625797,0,0,post,11445.4,300,596,B
4625797,0,0,post,12455.5,400,596,A
4625797,1,0,post,13279.6,500,695,B
148841,1,0,post,3241.8,500,15,B
7111844,0,0,post,2806.7,300,278,B
4848967,0,0,post,3.5,0,99,B
895104,0,0,post,2661,300,297,B
7226181,0,0,post,8762,0,0,B
9454230,1,0,post,3440.1,160,228,B
4851243,0,0,post,232.5,0,30,A
2489284,0,0,post,1561.7,400,300,A
8233362,0,0,post,17827,1100,600,B
2425392,0,0,post,10801.8,30,0,B
5130440,0,0,post,10391.7,315,297,B
9249454,1,0,post,5487.2,260,240,B
9249454,0,0,post,5803,300,300,A
7886527,0,0,post,10,0,0,A
7886527,0,0,post,3,0,0,B
2765607,0,0,post,3694.5,210,210,B
6494712,0,0,post,1164.9,330,0,B
1233770,0,0,post,17748.6,400,396,A
8867770,0,0,post,25601.1,350,426,B
7318806,0,0,post,21919.5,360,360,B
4534818,0,0,post,33.5,700,300,B
7213884,1,1,post,17723,300,297,B
1735944,0,0,post,21117.1,460,460,B
2022107,0,0,post,321.5,400,100,A
2022107,0,0,post,751.7,745,200,A
5936326,0,0,post,440.4,100,99,B
8623348,0,0,post,4367.6,100,396,B
1584457,0,0,post,835.1,300,396,B
2986504,0,0,post,8613.6,550,450,A
5630550,0,0,post,10186.4,270,249,A
5630550,0,0,post,11341.2,320,298,B
1842595,0,0,post,5684.6,67,65,B
3180701,1,0,post,3711.9,480,350,B
2828703,0,0,post,9876.5,30,20,B
1469965,0,0,post,778.5,200,198,A
3263970,0,0,post,0.6,0,0,B
3728983,0,0,post,3128.9,210,270,B
8543103,0,0,post,0,150,0,B
3186114,0,0,post,8764.7,600,594,B
4677163,0,0,post,99.3,170,40,B
5601314,0,0,post,3282.4,0,0,B
9396328,0,0,post,12.8,0,0,B
8175342,0,0,post,3192.5,500,480,B
4806372,0,0,post,6473.5,400,416,A
8489407,0,0,post,2.1,80,30,B
1314443,0,0,post,1356.7,250,200,B
3148581,0,0,post,6215.6,230,230,A
9338584,0,0,post,1774.1,300,300,B
3756586,1,0,post,7255.6,375,347,B
8432607,0,0,post,65,0,0,B
7598737,0,0,post,20594.9,600,594,A
7598737,0,0,post,19603.1,650,644,B
4639789,0,0,post,14947.8,410,410,B
6944841,0,0,post,1799.6,600,476,A
6479910,1,0,post,1551.6,140,170,B
6845940,0,0,post,9538.1,0,0,A
4369941,1,0,post,34670.6,575,480,B
8058951,0,0,post,7266.1,320,300,B
9502150,0,0,post,17949.4,415,396,B
2141347,0,0,post,112.1,350,0,B
2141347,0,0,post,101.8,250,0,A
2141347,0,0,post,102.8,250,0,B
410403,0,0,post,7187.4,0,0,B
7256106,0,0,post,2138.7,200,198,B
3902193,0,0,post,10397.2,400,396,B
427343,0,0,post,8904.1,370,230,A
427343,0,0,post,7751.7,220,200,B
9117456,0,0,post,25821.2,400,398,B
3563466,0,0,post,403.4,0,0,B
2143481,0,0,post,5010.7,350,298,B
2143481,0,0,post,5237.6,400,298,A
6429570,0,0,post,2475.1,340,339,B
2684715,0,0,post,1582.7,180,180,B
2684715,0,0,post,763.4,120,120,B
248720,1,0,post,240.4,0,50,B
2087930,0,0,post,15590.9,450,446,A
2087930,0,0,post,15245.2,450,446,B
6396988,0,0,post,2963.9,400,401,B
6396988,0,0,post,2629.5,400,302,B
8913144,0,0,post,1319.5,30,35,B
4590309,0,0,post,0.1,100,0,B
4174329,0,1,post,5148.3,900,398,A
4174329,0,0,post,3207.8,600,99,B
7111406,0,0,post,21945.1,300,396,A
7111406,0,0,post,23277.8,400,396,B
1926462,0,0,post,11195.2,1230,500,A
1926462,0,0,post,12585,1530,550,B
9394483,0,0,post,0.5,0,0,B
6010517,0,0,post,2910.3,460,400,A
6010517,0,0,post,2560.9,310,350,B
9334551,1,0,post,9963.5,500,297,A
5345621,0,0,post,495.5,180,180,B
8342748,0,0,post,0,300,0,B
4562964,1,0,post,12598.2,400,396,B
9313227,0,0,post,0,30,0,B
6607400,0,0,post,4628.8,185,280,B
8489545,0,0,post,367.2,330,259,B
6888562,0,0,post,0,90,90,A
6888562,0,0,post,0,90,90,B
6888562,1,0,post,0.1,60,60,B
8494620,1,0,post,3955.2,260,200,A
8494620,0,0,post,4131.5,160,180,B
3107633,0,0,post,13251,0,60,A
3107633,0,0,post,11274.2,100,30,B
3787229,0,0,post,1273.2,160,120,B
6973382,0,0,post,103.3,10,0,B
7449802,0,0,post,13590.5,30,30,B
8008873,0,0,post,1537.1,1030,550,B
854926,0,0,post,3334.1,110,60,B
4332136,1,0,post,5099,460,310,B
1868405,0,0,post,6773.5,400,396,B
1868405,0,0,post,6728.9,550,547,B
6337427,0,0,post,301.4,250,250,B
3761429,0,0,post,14654.4,400,396,B
8314510,0,0,post,4216.8,250,250,B
8314510,0,0,post,5351.6,300,300,B
9496527,0,0,post,0,0,0,A
8470580,0,0,post,51.1,1000,0,B
8470580,0,0,post,54.7,800,0,A
7257588,0,0,post,84.2,0,300,A
921596,0,0,post,2283.7,210,200,B
921596,0,0,post,1878.8,175,165,B
4781611,0,0,post,8864.8,60,0,B
4781611,1,0,post,7331.3,60,0,B
8159690,0,0,post,1358.8,415,396,A
7458860,0,0,post,2.5,70,20,B
6403870,0,0,post,2074.9,800,298,B
3927890,0,0,post,0,0,0,B
3086190,0,0,post,0.4,100,0,B
3876238,0,0,post,591.4,60,30,B
5161257,0,0,post,529.7,450,200,B
5161257,0,0,post,421.2,600,250,A
7686262,0,0,post,20789.6,300,297,B
7440318,1,0,post,1136,160,150,A
7947325,0,0,post,6111.7,192,270,B
1353506,0,0,post,0,140,0,B
761603,1,0,post,1695.6,270,200,B
761603,0,0,post,1826.2,330,250,B
4961616,0,0,post,607.9,90,90,A
8285631,0,0,post,14146.8,415,396,A
8285631,1,0,post,15502.5,415,396,B
1912640,0,0,post,7806.1,400,396,B
6920673,0,0,post,4.6,0,0,A
6920673,0,0,post,271.6,0,0,B
6092682,0,0,post,2051.5,200,30,B
9815811,0,0,post,17410.8,390,390,B
9815811,0,0,post,19213.9,410,429,A
9815811,0,0,post,19794.7,590,599,B
76884,0,0,post,13999.1,500,594,B
3547897,0,0,post,3748.4,0,0,B
9341157,0,0,post,13153.1,460,460,B
9551871,0,0,post,647.1,500,299,B
6004159,0,0,post,48639.9,200,200,B
6162172,1,0,post,20318.8,1000,1000,B
8933219,0,0,post,3980.5,300,299,B
8933219,0,0,post,3319.7,300,299,B
6577411,0,0,post,19567.6,450,400,B
2444449,0,0,post,15011.7,415,396,B
2682508,0,0,post,4256.3,270,270,A
3036685,0,0,post,446.6,230,327,A
6409705,0,0,post,2012.1,680,290,B
6409705,0,0,post,2568.7,491.5,340,B
6409705,0,0,post,2964,591.5,340,A
900750,0,0,post,3369.4,300,297,A
900750,0,0,post,2835.4,350,396,B
1345792,0,0,post,737.9,0,60,B
9110223,0,0,post,18296.2,360,400,B
9110223,0,0,post,20629.8,350,330,B
9110223,0,0,post,21727,270,190,B
5905243,0,0,post,3791.3,510,600,B
5905243,0,0,post,3723,640,680,A
8409269,0,0,post,21640.4,0,99,B
4962526,0,0,post,253.7,80,80,B
8633554,0,0,post,6786.5,60,159,B
6663607,0,0,post,3828.3,82,110,A
2751801,0,0,post,94,100,50,B
5378525,0,0,post,934.5,310,200,B
8786813,0,0,post,4.7,0,0,B
8786813,0,0,post,6.8,0,0,A
9349844,0,0,post,8296.7,300,297,B
8847851,0,0,post,8765.2,330,328,B
1657877,0,0,post,14868.4,725,495,B
1209973,0,0,post,40.6,530,0,B
3627986,0,1,post,22963.2,800,792,B
6374131,0,0,post,967.3,180,260,B
2600151,0,0,post,456.3,200,0,A
2600151,0,0,post,279.7,150,0,B
2401152,0,1,post,12605.9,250,249,B
7511182,0,0,post,8929.2,450,396,A
7511182,0,0,post,8598,450,396,B
1830324,0,1,post,20141.5,600,594,B
1830324,0,0,post,20928.1,700,693,B
1600392,0,0,post,0,0,0,B
5774431,0,0,post,22680.1,0,0,B
5774431,1,0,post,22137.8,0,0,B
8459474,0,0,post,10363,340,300,B
6292507,0,0,post,13856.7,215,198,B
3105570,0,0,post,5150.1,150,200,A
3105570,0,0,post,3268.7,50,100,B
6657593,0,0,post,0,100,30,B
2588611,0,0,post,3590.6,200,297,A
2588611,0,0,post,3202.4,200,297,B
2656738,0,0,post,875.8,60,45,B
5572828,0,0,post,11275.8,300,297,B
7473200,0,0,post,3607.5,450,180,A
7473200,0,0,post,5031.4,520,250,B
2827180,0,0,post,8502.6,400,396,B
7356337,0,0,post,48269.7,595,549,B
7356337,0,1,post,51565,730,650,A
738448,1,0,post,37.2,0,0,B
2636467,0,0,post,2605.5,310,329,A
2647519,1,0,post,3811.5,280,279,B
8547961,0,0,post,16026.4,315,297,B
5537119,0,1,post,16016.3,740,495,B
6015315,0,0,post,0,200,0,B
6833380,0,0,post,21243.5,500,500,B
1415424,0,0,post,6313.7,370,360,B
4849529,0,0,post,6294.3,415,396,B
562576,0,0,post,0.1,500,0,B
1067706,0,0,post,17771.1,400,396,B
4937914,0,0,post,31301.9,330,229,B
5440978,0,0,post,59.8,20,0,B
527398,0,0,post,4709.8,300,248,B
3434541,0,1,post,11363.5,400,396,B
4623603,1,0,post,14020.5,400,396,B
4304625,0,0,post,135.3,300,250,B
9261646,0,0,post,7260.1,400,396,B
8086304,0,0,post,13720.8,450,396,B
8086304,0,0,post,9357.2,300,297,A
5018311,0,0,post,12461.8,500,650,B
3695394,0,0,post,0,40,0,B
433595,0,0,post,26888.4,360,359,B
364642,0,0,post,28547.6,350,450,A
364642,1,0,post,28320,350,500,B
6093881,0,0,post,0,250,0,B
8531132,0,0,post,1165.1,100,240,B
4546239,0,0,post,4.1,0,0,A
28283,0,0,post,17603.5,300,297,B
2439410,0,0,post,1862.5,300,100,B
6779613,0,0,post,3287.8,300,0,B
6779613,0,0,post,3038.5,200,0,B
925689,0,0,post,0.6,0,0,B
7610248,0,0,post,3502.7,300,297,B
7610248,0,0,post,1436.5,200,198,B
7004304,0,0,post,6752.2,530,396,B
1714311,0,0,post,17258.6,430,396,B
602411,0,0,post,12532,340,280,B
6748414,0,0,post,2776.2,250,248,B
2278465,0,0,post,2847.1,100,99,B
3008571,0,0,post,0,200,0,B
9508679,0,0,post,33501.8,540,388,B
1496716,0,1,post,517.9,100,149,B
9236770,0,0,post,0,0,0,B
5946952,0,0,post,4628.6,410,348,A
5946952,0,0,post,8353,510,379,B
9464971,1,0,post,11156.6,350,347,B
4415205,0,1,post,3977,545,347,B
73362,0,1,post,4427.8,300,297,B
9116677,0,0,post,1153.4,20,0,B
7000135,0,0,post,7932.5,130,130,B
7000135,1,0,post,10469.5,190,200,B
7000135,0,0,post,1860.4,50,50,A
4006178,0,0,post,4324.7,200,198,B
2329312,0,0,post,1.7,0,0,B
1829336,0,0,post,709,30,30,B
2232346,0,0,post,163.4,100,99,B
2232346,0,0,post,163.4,100,99,B
4414694,0,0,post,4830.8,1100,347,B
5578773,0,0,post,932.2,200,80,B
9711798,0,0,post,1557.2,430,174,B
3010833,0,0,post,20858.1,360,390,B
1538858,0,0,post,191.6,400,0,B
5859885,0,0,post,33714.7,375,330,B
5376644,0,0,post,826.3,90,120,B
5376644,0,0,post,881.3,120,120,A
5376644,0,0,post,518.6,60,60,B
5376644,0,0,post,1127.6,120,150,A
1308724,0,0,post,8943.3,0,350,B
9528768,0,0,post,1456.9,100,129,B
6056891,0,0,post,5177.7,300,297,B
5246144,1,0,post,289.6,250,120,B
933425,0,0,post,5920.3,340,290,B
7608966,0,0,post,14329.3,500,448,B
3175163,0,0,post,957.4,177.5,120,B
1033429,1,0,post,27464.4,475,450,B
1033429,0,0,post,29163.9,475,450,A
1302787,0,0,post,1775.7,350,350,B
4017200,0,0,post,662.7,600,349,B
3709249,0,0,post,822.5,0,250,A
3976469,0,0,post,493.1,170,100,B
6334905,0,0,post,29948.5,390,390,B
4483911,0,0,post,15854.6,170,50,B
4483911,0,0,post,18461.7,220,50,A
6300448,0,0,post,3046.3,500,0,B
6978156,0,0,post,0,0,0,A
9080186,1,0,post,15710.7,450,446,A
9080186,0,0,post,16064.2,450,446,B
7451195,0,0,post,12471.4,390,340,B
6826415,0,0,post,3001.1,420,400,B
7030426,0,0,post,15733.1,500,495,B
7030426,0,0,post,15842.8,500,495,B
9187458,0,0,post,12628.4,462,470,A
7891511,0,0,post,6218.7,350,350,A
7891511,1,0,post,2795.8,250,250,B
5239517,0,0,post,8288,400,400,B
6101604,0,0,post,6494.7,300,297,B
6052942,1,0,post,1312.6,200,100,B
6052942,0,0,post,1818.3,300,150,A
8278968,0,0,post,18443.6,1050,1050,B
6404380,0,0,post,0,30,0,B
7276454,0,0,post,14060.8,50,694,B
272572,0,0,post,459.6,100,99,A
272572,0,0,post,388.4,200,99,B
766619,0,0,post,39.5,80,50,B
766619,0,0,post,1455.1,80,75,A
4747634,0,0,post,650.3,500,160,B
4747634,0,0,post,583.3,600,120,A
2614688,0,0,post,13718,370,360,B
2614688,0,0,post,11960.6,380,380,B
5581335,0,0,post,8598.7,90,90,B
9354360,0,0,post,26.3,100,0,B
9354360,0,0,post,26.3,90,0,A
8956543,0,0,post,28951,900,1189,B
8956543,0,1,post,27200.1,1200,1139,B
8956543,0,0,post,27179,1000,1238,B
4705545,0,0,post,3645.4,200,0,B
4705545,0,0,post,4901,200,0,A
6477822,0,0,post,6712.5,300,347,B
6477822,0,0,post,3477.8,100,198,A
3506831,0,0,post,9562,200,297,B
3506831,0,0,post,9981.9,300,297,A
4320908,0,0,post,2353.6,90,90,B
8273130,0,0,post,1585.5,210,240,B
9282210,1,0,post,5527.8,500,400,B
5153497,0,0,post,680.2,444,279,B
4969529,0,0,post,15300.8,100,99,B
6523617,0,0,post,20560.8,330,330,A
4131669,0,0,post,223.8,30,30,B
8965804,0,0,post,15467.4,560,1095,B
8965804,0,0,post,17963.3,0,0,B
835201,0,0,post,17761.5,500,496,B
835201,0,0,post,18065.7,500,497,A
2402317,0,0,post,1072.2,70,0,B
2402317,0,0,post,909,60,0,A
2742329,0,0,post,0,500,0,B
5835396,0,0,post,19330,700,735,B
228508,0,0,post,0,10,0,B
3272542,1,0,post,4525.2,560,600,B
4614569,0,0,post,12283.3,530,495,A
4614569,1,0,post,17162.3,715,693,B
6640694,0,0,post,3837.7,500,248,A
6640694,0,0,post,2658.9,400,249,B
6043741,0,0,post,1197.2,350,280,B
3373793,0,0,post,0,400,0,B
6492798,1,0,post,9.4,30,30,B
1382812,1,0,post,4028.9,235,359,B
1382812,1,0,post,4364.2,305,309,A
9005812,0,0,post,4304.6,430,500,B
2376959,0,0,post,10533.3,240,240,B
5404112,0,0,post,0.8,0,0,A
8224191,1,0,post,5367,100,396,B
71289,0,0,post,6709.8,50,100,B
4130289,0,0,post,19.2,147,60,B
4130289,0,0,post,24.3,177,90,A
4031311,0,0,post,0,300,0,A
6266328,0,0,post,2463.9,250,200,B
2705333,0,0,post,41182.1,930,942,B
914342,0,0,post,1652.9,150,150,B
5038368,0,0,post,1787.2,270,270,B
1229379,0,0,post,11533.6,655,580,B
242492,0,0,post,400.7,0,0,B
242492,0,0,post,1157,30,30,B
242492,0,0,post,115,0,0,A
1233590,0,0,post,7784.8,0,300,B
9613820,0,0,post,2321.4,130,228,A
1895835,0,0,post,23990.5,500,500,B
2916867,0,0,post,6100.2,300,224,B
2916867,0,0,post,884,100,30,A
20890,0,0,post,4349,200,396,B
2097129,0,0,post,4956.1,300,446,A
2097129,0,0,post,5724.3,300,446,B
8626189,1,0,post,9822.4,900,510,A
293349,0,0,post,0.7,0,0,B
1657371,0,0,post,25719.1,300,297,B
1657371,1,0,post,27557.2,300,297,B
9847390,0,0,post,0.1,100,100,B
4247391,0,0,post,6691.1,200,198,B
330419,0,0,post,685.5,350,348,B
935504,1,0,post,1067.4,120,80,A
935504,0,0,post,0.1,0,0,B
1280528,0,0,post,0.1,400,0,B
6515559,0,0,post,390.3,50,50,B
7018631,0,0,post,23117,210,400,B
9977716,1,0,post,766.6,330,250,A
9977716,0,0,post,732.8,330,250,B
2178873,0,0,post,318,0,0,A
2178873,0,0,post,836.7,50,50,B
6469165,0,0,post,10073,430,400,B
801206,0,0,post,2641.1,200,200,B
801206,0,0,post,2354.4,150,150,B
4167333,0,0,post,1521.2,220,220,B
4167333,0,0,post,1162.8,120,120,A
9018388,0,0,post,696,350,129,B
9018388,0,0,post,696,350,129,B
934425,0,0,post,8126,200,0,A
934425,0,0,post,8407.6,300,99,B
1701530,0,0,post,2762.9,50,20,B
3469555,0,0,post,513.5,315,100,B
3469555,0,0,post,532.5,280,80,A
4238600,0,0,post,3155.1,300,300,A
9370608,0,0,post,9956.7,0,0,A
9370608,0,0,post,9629.4,0,0,B
2925609,0,0,post,0.2,250,250,B
133646,0,0,post,3490,200,199,B
5736741,0,0,post,30703.2,0,0,B
5736741,0,0,post,29677.2,50,50,B
3142742,0,0,post,8207.7,400,0,B
8486791,0,0,post,1683.5,0,0,B
8207808,0,0,post,8.9,30,0,B
8297809,0,0,post,5833.6,300,297,B
8297809,0,0,post,5841.3,400,396,B
1335830,0,0,post,380.4,300,100,B
8599840,0,0,post,36457.4,780,827,B
8691847,1,0,post,5514.8,210,210,B
8691847,0,0,post,4689.9,250,249,B
2504967,0,0,post,2832,330,330,B
1072986,0,0,post,49.7,200,0,B
1072986,0,0,post,60.1,200,0,B
3508119,0,0,post,138,100,100,B
6332120,0,0,post,37.6,30,30,B
6332120,0,0,post,236.1,30,80,A
6021310,0,0,post,365.5,315,210,A
6021310,0,0,post,813.5,215,210,B
2661378,0,0,post,5833.4,120,200,B
2661378,0,0,post,4082.6,170,200,B
2047596,0,0,post,7842,400,396,B
2047596,0,0,post,8020,400,396,A
4869628,0,0,post,19158.7,150,350,B
6085653,0,0,post,953.3,510,309,B
6085653,0,0,post,767.1,450,279,A
7879918,0,0,post,0.8,500,0,B
5427920,0,0,post,6090.3,300,297,B
5427920,0,0,post,6281.6,300,297,A
5536178,0,0,post,315.5,0,0,B
1540357,0,0,post,5224.3,200,647,B
1540357,0,0,post,5651.1,600,977,A
5870375,0,0,post,0,30,30,B
1351384,0,0,post,5469.6,60,90,B
7386399,0,0,post,9693.6,410,368,A
7386399,0,0,post,8461.6,360,387,B
2041102,0,0,post,2663.9,240,240,B
9901313,0,0,post,548.2,200,210,B
5607350,0,0,post,5090.8,350,149,B
6245405,0,0,post,8333.9,270,250,B
8672409,0,0,post,1499.9,230,0,B
3112414,0,0,post,22869.5,945,655,A
3112414,0,1,post,20776.4,730,377,B
9484560,0,0,post,3.6,0,0,B
9484560,0,0,post,0.7,0,0,A
4658900,0,0,post,1886.8,160,120,B
4658900,0,0,post,2842.7,130,249,B
3019109,0,0,post,20574.6,350,347,A
3019109,0,0,post,20539.3,450,446,B
3093396,0,0,post,3208.8,230,210,B
196485,0,0,post,1161.4,101.5,80,B
7434537,0,0,post,23458.2,330,330,B
7434537,1,0,post,25869,210,300,B
8365962,0,0,post,4514.1,0,0,B
3997332,0,0,post,26276.3,480,448,B
3997332,0,0,post,21425.3,430,398,B
813356,0,0,post,793.4,50,0,B
4026383,0,0,post,230.4,0,0,A
3066551,0,0,post,2840.8,100,100,B
3083241,0,1,post,15166.3,450,446,B
3571267,0,0,post,18881.5,430,430,B
5548270,0,0,post,130.5,0,0,B
8852288,0,0,post,0,0,0,B
687596,0,0,post,12024.1,100,198,B
9999623,1,0,post,2075.1,0,0,B
9999623,0,0,post,3357,0,299,A
